Phrase	NPQ	IDF	PMI	CMI
嘴 	 3.385780260774138 	 0.3566749439387324 	 1000 	 -1000
卧 	 3.3827070976347504 	 0.7621400520468967 	 1000 	 -1000
炮 	 3.3824628577290463 	 0.6931471805599453 	 1000 	 -1000
夹 	 3.3824628577290463 	 0.6931471805599453 	 1000 	 -1000
酬 	 3.3824628577290463 	 0.7621400520468967 	 1000 	 -1000
咬 	 3.3824628577290463 	 0.6286086594223741 	 1000 	 -1000
剑 	 3.3822186178233395 	 0.3566749439387324 	 1000 	 -1000
（新加坡时间星期 	 3.381310252463831 	 1.0033021088637848 	 6.885476869800364 	 -1000
唇 	 3.3791454546839517 	 0.6286086594223741 	 1000 	 -1000
吐 	 3.3789012147782427 	 0.7621400520468967 	 1000 	 -1000
新加坡国立大学 	 3.3786979665240744 	 0.7621400520468967 	 5.987256375463048 	 -1000
煮 	 3.3753395718274444 	 0.6286086594223741 	 1000 	 -1000
厌 	 3.3753395718274444 	 0.7621400520468967 	 1000 	 -1000
雾 	 3.371777928876646 	 0.6931471805599453 	 1000 	 -1000
兄弟 	 3.3704818451026664 	 0.4054651081081644 	 9.109468647435158 	 -1000
鬼 	 3.3682162859258415 	 0.7621400520468967 	 1000 	 -1000
@ 	 3.3682162859258415 	 0.6286086594223741 	 1000 	 -1000
卜 	 3.3682162859258415 	 0.6931471805599453 	 1000 	 -1000
涂 	 3.3682162859258415 	 0.6931471805599453 	 1000 	 -1000
